period,state,sector,description,index_value,yoy_pct
2026-04-01,Punjab,urban,General Index (All Groups),105.09,2.989
2026-04-01,Rajasthan,combined,General Index (All Groups),105.54,3.766
2026-04-01,Rajasthan,rural,General Index (All Groups),105.74,4.034
2026-04-01,Rajasthan,urban,General Index (All Groups),105.19,3.289
2026-04-01,Sikkim,combined,General Index (All Groups),106.45,4.159
2026-04-01,Sikkim,rural,General Index (All Groups),106.62,4.294
2026-04-01,Sikkim,urban,General Index (All Groups),106.11,3.897
2026-04-01,Tamil Nadu,combined,General Index (All Groups),105.81,4.174
2026-04-01,Tamil Nadu,rural,General Index (All Groups),105.78,4.412
2026-04-01,Tamil Nadu,urban,General Index (All Groups),105.84,3.999
2026-04-01,Telangana,combined,General Index (All Groups),107.96,5.812
2026-04-01,Telangana,rural,General Index (All Groups),108.21,6.234
2026-04-01,Telangana,urban,General Index (All Groups),107.78,5.512
2026-04-01,The Dadra And Nagar Haveli And Daman And Diu,combined,General Index (All Groups),104.44,3.314
2026-04-01,The Dadra And Nagar Haveli And Daman And Diu,rural,General Index (All Groups),103.76,2.896
2026-04-01,The Dadra And Nagar Haveli And Daman And Diu,urban,General Index (All Groups),104.66,3.45
2026-04-01,Tripura,combined,General Index (All Groups),102.68,2.332
2026-04-01,Tripura,rural,General Index (All Groups),102.63,2.17
2026-04-01,Tripura,urban,General Index (All Groups),102.86,2.911
2026-04-01,Uttar Pradesh,combined,General Index (All Groups),105.38,3.588
2026-04-01,Uttar Pradesh,rural,General Index (All Groups),105.55,3.826
2026-04-01,Uttar Pradesh,urban,General Index (All Groups),105.02,3.082
2026-04-01,Uttarakhand,combined,General Index (All Groups),105.88,3.5
2026-04-01,Uttarakhand,rural,General Index (All Groups),106.69,3.986
2026-04-01,Uttarakhand,urban,General Index (All Groups),104.5,2.662
2026-04-01,West Bengal,combined,General Index (All Groups),104.26,2.953
2026-04-01,West Bengal,rural,General Index (All Groups),104.33,3.358
2026-04-01,West Bengal,urban,General Index (All Groups),104.16,2.449
2026-05-01,All India,combined,General Index (All Groups),105.91,3.935
2026-05-01,All India,rural,General Index (All Groups),106.11,4.254
2026-05-01,All India,urban,General Index (All Groups),105.66,3.527
2026-05-01,Andaman And Nicobar Islands,combined,General Index (All Groups),107.38,4.404
2026-05-01,Andaman And Nicobar Islands,rural,General Index (All Groups),109.05,5.679
2026-05-01,Andaman And Nicobar Islands,urban,General Index (All Groups),105.64,3.063
2026-05-01,Andhra Pradesh,combined,General Index (All Groups),106.06,4.896
2026-05-01,Andhra Pradesh,rural,General Index (All Groups),106.04,5.094
2026-05-01,Andhra Pradesh,urban,General Index (All Groups),106.1,4.604
2026-05-01,Arunachal Pradesh,combined,General Index (All Groups),104.36,2.585
2026-05-01,Arunachal Pradesh,rural,General Index (All Groups),104.36,2.565
2026-05-01,Arunachal Pradesh,urban,General Index (All Groups),104.36,2.646
2026-05-01,Assam,combined,General Index (All Groups),104.76,3.426
2026-05-01,Assam,rural,General Index (All Groups),105.05,3.794
2026-05-01,Assam,urban,General Index (All Groups),103.69,2.087
2026-05-01,Bihar,combined,General Index (All Groups),104.46,2.937
2026-05-01,Bihar,rural,General Index (All Groups),104.57,3.075
2026-05-01,Bihar,urban,General Index (All Groups),103.79,2.135
2026-05-01,Chandigarh,combined,General Index (All Groups),105.93,3.792
2026-05-01,Chandigarh,rural,General Index (All Groups),0.0,
2026-05-01,Chandigarh,urban,General Index (All Groups),105.93,3.792
2026-05-01,Chhattisgarh,combined,General Index (All Groups),102.9,2.859
2026-05-01,Chhattisgarh,rural,General Index (All Groups),102.94,3.25
2026-05-01,Chhattisgarh,urban,General Index (All Groups),102.85,2.145
2026-05-01,Goa,combined,General Index (All Groups),104.86,2.462
2026-05-01,Goa,rural,General Index (All Groups),104.63,1.998
2026-05-01,Goa,urban,General Index (All Groups),104.99,2.72
2026-05-01,Gujarat,combined,General Index (All Groups),104.8,3.261
2026-05-01,Gujarat,rural,General Index (All Groups),105.02,3.734
2026-05-01,Gujarat,urban,General Index (All Groups),104.66,2.951
2026-05-01,Haryana,combined,General Index (All Groups),105.65,3.093
2026-05-01,Haryana,rural,General Index (All Groups),105.85,3.43
2026-05-01,Haryana,urban,General Index (All Groups),105.45,2.768
2026-05-01,Himachal Pradesh,combined,General Index (All Groups),105.58,3.045
2026-05-01,Himachal Pradesh,rural,General Index (All Groups),105.33,2.871
2026-05-01,Himachal Pradesh,urban,General Index (All Groups),106.93,4.028
2026-05-01,Jammu And Kashmir,combined,General Index (All Groups),105.72,2.84
2026-05-01,Jammu And Kashmir,rural,General Index (All Groups),105.91,2.805
2026-05-01,Jammu And Kashmir,urban,General Index (All Groups),105.23,2.945
2026-05-01,Jharkhand,combined,General Index (All Groups),104.41,3.86
2026-05-01,Jharkhand,rural,General Index (All Groups),104.9,4.254
2026-05-01,Jharkhand,urban,General Index (All Groups),103.46,3.099
2026-05-01,Karnataka,combined,General Index (All Groups),107.14,4.588
2026-05-01,Karnataka,rural,General Index (All Groups),107.59,4.833
2026-05-01,Karnataka,urban,General Index (All Groups),106.69,4.353
2026-05-01,Kerala,combined,General Index (All Groups),107.27,4.298
2026-05-01,Kerala,rural,General Index (All Groups),108.03,4.711
2026-05-01,Kerala,urban,General Index (All Groups),106.65,3.958
2026-05-01,Ladakh,combined,General Index (All Groups),106.43,3.14
2026-05-01,Ladakh,rural,General Index (All Groups),106.6,3.215
2026-05-01,Ladakh,urban,General Index (All Groups),105.92,2.905
2026-05-01,Lakshadweep,combined,General Index (All Groups),106.3,3.566
2026-05-01,Lakshadweep,rural,General Index (All Groups),105.33,2.992
2026-05-01,Lakshadweep,urban,General Index (All Groups),106.67,3.795
2026-05-01,Madhya Pradesh,combined,General Index (All Groups),106.15,4.181
2026-05-01,Madhya Pradesh,rural,General Index (All Groups),106.4,4.334
2026-05-01,Madhya Pradesh,urban,General Index (All Groups),105.76,3.931
2026-05-01,Maharashtra,combined,General Index (All Groups),105.68,3.344
2026-05-01,Maharashtra,rural,General Index (All Groups),106.45,4.199
2026-05-01,Maharashtra,urban,General Index (All Groups),105.19,2.805
2026-05-01,Manipur,combined,General Index (All Groups),103.52,2.79
2026-05-01,Manipur,rural,General Index (All Groups),103.27,3.064
2026-05-01,Manipur,urban,General Index (All Groups),104.04,2.22
2026-05-01,Meghalaya,combined,General Index (All Groups),105.19,2.695
2026-05-01,Meghalaya,rural,General Index (All Groups),105.45,2.788
2026-05-01,Meghalaya,urban,General Index (All Groups),104.45,2.452
2026-05-01,Mizoram,combined,General Index (All Groups),103.22,1.038
2026-05-01,Mizoram,rural,General Index (All Groups),103.99,1.414
2026-05-01,Mizoram,urban,General Index (All Groups),102.64,0.736
2026-05-01,Nagaland,combined,General Index (All Groups),105.42,3.302
2026-05-01,Nagaland,rural,General Index (All Groups),106.26,3.699
2026-05-01,Nagaland,urban,General Index (All Groups),104.06,2.644
2026-05-01,Nct Of Delhi,combined,General Index (All Groups),103.89,2.496
2026-05-01,Nct Of Delhi,rural,General Index (All Groups),103.31,3.538
2026-05-01,Nct Of Delhi,urban,General Index (All Groups),103.9,2.476
2026-05-01,Odisha,combined,General Index (All Groups),105.15,4.533
2026-05-01,Odisha,rural,General Index (All Groups),105.28,4.829
2026-05-01,Odisha,urban,General Index (All Groups),104.8,3.742
2026-05-01,Puducherry,combined,General Index (All Groups),107.21,5.005
2026-05-01,Puducherry,rural,General Index (All Groups),107.24,5.158
2026-05-01,Puducherry,urban,General Index (All Groups),107.19,4.934
2026-05-01,Punjab,combined,General Index (All Groups),106.2,3.348
2026-05-01,Punjab,rural,General Index (All Groups),106.68,3.643
2026-05-01,Punjab,urban,General Index (All Groups),105.63,2.993
2026-05-01,Rajasthan,combined,General Index (All Groups),106.32,4.174
2026-05-01,Rajasthan,rural,General Index (All Groups),106.53,4.523
2026-05-01,Rajasthan,urban,General Index (All Groups),105.95,3.538
2026-05-01,Sikkim,combined,General Index (All Groups),106.93,4.23
2026-05-01,Sikkim,rural,General Index (All Groups),107.1,4.335
2026-05-01,Sikkim,urban,General Index (All Groups),106.6,4.01
2026-05-01,Tamil Nadu,combined,General Index (All Groups),107.14,5.111
2026-05-01,Tamil Nadu,rural,General Index (All Groups),107.38,5.585
2026-05-01,Tamil Nadu,urban,General Index (All Groups),106.96,4.75
2026-05-01,Telangana,combined,General Index (All Groups),108.76,6.138
2026-05-01,Telangana,rural,General Index (All Groups),109.1,6.595
2026-05-01,Telangana,urban,General Index (All Groups),108.51,5.812
2026-05-01,The Dadra And Nagar Haveli And Daman And Diu,combined,General Index (All Groups),105.55,3.99
2026-05-01,The Dadra And Nagar Haveli And Daman And Diu,rural,General Index (All Groups),104.99,3.367
2026-05-01,The Dadra And Nagar Haveli And Daman And Diu,urban,General Index (All Groups),105.73,4.198
2026-05-01,Tripura,combined,General Index (All Groups),102.96,2.011
2026-05-01,Tripura,rural,General Index (All Groups),102.83,1.782
2026-05-01,Tripura,urban,General Index (All Groups),103.4,2.804
2026-05-01,Uttar Pradesh,combined,General Index (All Groups),106.03,3.971
2026-05-01,Uttar Pradesh,rural,General Index (All Groups),106.24,4.3
2026-05-01,Uttar Pradesh,urban,General Index (All Groups),105.58,3.267
2026-05-01,Uttarakhand,combined,General Index (All Groups),106.37,3.725
2026-05-01,Uttarakhand,rural,General Index (All Groups),107.13,4.293
2026-05-01,Uttarakhand,urban,General Index (All Groups),105.04,2.719
2026-05-01,West Bengal,combined,General Index (All Groups),105.02,3.437
2026-05-01,West Bengal,rural,General Index (All Groups),105.19,3.943
2026-05-01,West Bengal,urban,General Index (All Groups),104.8,2.806
2026-06-01,All India,combined,General Index (All Groups),107.0,4.38
2026-06-01,All India,rural,General Index (All Groups),107.24,4.737
2026-06-01,All India,urban,General Index (All Groups),106.69,3.926
2026-06-01,Andaman And Nicobar Islands,combined,General Index (All Groups),109.13,4.711
2026-06-01,Andaman And Nicobar Islands,rural,General Index (All Groups),111.53,6.007
2026-06-01,Andaman And Nicobar Islands,urban,General Index (All Groups),106.63,3.314
2026-06-01,Andhra Pradesh,combined,General Index (All Groups),106.88,5.394
2026-06-01,Andhra Pradesh,rural,General Index (All Groups),106.9,5.716
2026-06-01,Andhra Pradesh,urban,General Index (All Groups),106.86,4.898
2026-06-01,Arunachal Pradesh,combined,General Index (All Groups),104.91,2.471
2026-06-01,Arunachal Pradesh,rural,General Index (All Groups),104.9,2.331
2026-06-01,Arunachal Pradesh,urban,General Index (All Groups),104.94,2.862
2026-06-01,Assam,combined,General Index (All Groups),105.23,3.583
2026-06-01,Assam,rural,General Index (All Groups),105.51,3.93
2026-06-01,Assam,urban,General Index (All Groups),104.16,2.258
2026-06-01,Bihar,combined,General Index (All Groups),105.31,3.286
2026-06-01,Bihar,rural,General Index (All Groups),105.4,3.394
2026-06-01,Bihar,urban,General Index (All Groups),104.8,2.675
2026-06-01,Chandigarh*,combined,General Index (All Groups),107.27,
2026-06-01,Chandigarh*,urban,General Index (All Groups),107.27,
2026-06-01,Chhattisgarh,combined,General Index (All Groups),104.5,3.897
2026-06-01,Chhattisgarh,rural,General Index (All Groups),104.69,4.429
2026-06-01,Chhattisgarh,urban,General Index (All Groups),104.14,2.895
2026-06-01,Goa,combined,General Index (All Groups),105.84,3.098
2026-06-01,Goa,rural,General Index (All Groups),105.66,2.573
2026-06-01,Goa,urban,General Index (All Groups),105.93,3.377
2026-06-01,Gujarat,combined,General Index (All Groups),106.29,4.012
2026-06-01,Gujarat,rural,General Index (All Groups),106.47,4.393
2026-06-01,Gujarat,urban,General Index (All Groups),106.17,3.753
2026-06-01,Haryana,combined,General Index (All Groups),106.85,3.808
2026-06-01,Haryana,rural,General Index (All Groups),107.11,4.122
2026-06-01,Haryana,urban,General Index (All Groups),106.59,3.495
2026-06-01,Himachal Pradesh,combined,General Index (All Groups),106.63,3.324
2026-06-01,Himachal Pradesh,rural,General Index (All Groups),106.41,3.11
2026-06-01,Himachal Pradesh,urban,General Index (All Groups),107.84,4.486
2026-06-01,Jammu And Kashmir,combined,General Index (All Groups),106.68,3.513
2026-06-01,Jammu And Kashmir,rural,General Index (All Groups),106.91,3.505
2026-06-01,Jammu And Kashmir,urban,General Index (All Groups),106.1,3.563
2026-06-01,Jharkhand,combined,General Index (All Groups),105.56,4.288
2026-06-01,Jharkhand,rural,General Index (All Groups),106.08,4.646
2026-06-01,Jharkhand,urban,General Index (All Groups),104.55,3.587
2026-06-01,Karnataka,combined,General Index (All Groups),107.94,4.796
2026-06-01,Karnataka,rural,General Index (All Groups),108.54,5.256
2026-06-01,Karnataka,urban,General Index (All Groups),107.35,4.345
2026-06-01,Kerala,combined,General Index (All Groups),108.88,4.341
2026-06-01,Kerala,rural,General Index (All Groups),110.07,5.079
2026-06-01,Kerala,urban,General Index (All Groups),107.92,3.749
2026-06-01,Ladakh,combined,General Index (All Groups),107.33,4.032
2026-06-01,Ladakh,rural,General Index (All Groups),107.6,4.163
2026-06-01,Ladakh,urban,General Index (All Groups),106.51,3.639
2026-06-01,Lakshadweep,combined,General Index (All Groups),107.02,3.102
2026-06-01,Lakshadweep,rural,General Index (All Groups),105.99,2.654
2026-06-01,Lakshadweep,urban,General Index (All Groups),107.41,3.269
2026-06-01,Madhya Pradesh,combined,General Index (All Groups),107.44,5.086
2026-06-01,Madhya Pradesh,rural,General Index (All Groups),107.68,5.259
2026-06-01,Madhya Pradesh,urban,General Index (All Groups),107.07,4.827
2026-06-01,Maharashtra,combined,General Index (All Groups),106.92,3.816
2026-06-01,Maharashtra,rural,General Index (All Groups),107.92,4.797
2026-06-01,Maharashtra,urban,General Index (All Groups),106.27,3.185
2026-06-01,Manipur,combined,General Index (All Groups),104.14,2.936
2026-06-01,Manipur,rural,General Index (All Groups),103.87,3.23
2026-06-01,Manipur,urban,General Index (All Groups),104.71,2.326
2026-06-01,Meghalaya,combined,General Index (All Groups),105.7,2.631
2026-06-01,Meghalaya,rural,General Index (All Groups),106.03,2.683
2026-06-01,Meghalaya,urban,General Index (All Groups),104.76,2.465
2026-06-01,Mizoram,combined,General Index (All Groups),103.9,1.624
2026-06-01,Mizoram,rural,General Index (All Groups),104.62,1.879
2026-06-01,Mizoram,urban,General Index (All Groups),103.36,1.433
2026-06-01,Nagaland,combined,General Index (All Groups),105.65,2.832
2026-06-01,Nagaland,rural,General Index (All Groups),106.47,2.87
2026-06-01,Nagaland,urban,General Index (All Groups),104.33,2.758
2026-06-01,Nct Of Delhi,combined,General Index (All Groups),104.75,2.959
2026-06-01,Nct Of Delhi,rural,General Index (All Groups),104.48,3.919
2026-06-01,Nct Of Delhi,urban,General Index (All Groups),104.76,2.938
2026-06-01,Odisha,combined,General Index (All Groups),106.27,5.155
2026-06-01,Odisha,rural,General Index (All Groups),106.43,5.397
2026-06-01,Odisha,urban,General Index (All Groups),105.82,4.472
2026-06-01,Puducherry,combined,General Index (All Groups),108.49,5.391
2026-06-01,Puducherry,rural,General Index (All Groups),108.87,6.049
2026-06-01,Puducherry,urban,General Index (All Groups),108.32,5.104
2026-06-01,Punjab,combined,General Index (All Groups),107.41,3.828
2026-06-01,Punjab,rural,General Index (All Groups),107.97,4.248
2026-06-01,Punjab,urban,General Index (All Groups),106.76,3.339
2026-06-01,Rajasthan,combined,General Index (All Groups),107.45,4.696
2026-06-01,Rajasthan,rural,General Index (All Groups),107.73,5.092
2026-06-01,Rajasthan,urban,General Index (All Groups),106.94,3.977
2026-06-01,Sikkim,combined,General Index (All Groups),107.61,4.496
2026-06-01,Sikkim,rural,General Index (All Groups),107.8,4.609
2026-06-01,Sikkim,urban,General Index (All Groups),107.22,4.269
2026-06-01,Tamil Nadu,combined,General Index (All Groups),108.16,5.234
2026-06-01,Tamil Nadu,rural,General Index (All Groups),108.24,5.487
2026-06-01,Tamil Nadu,urban,General Index (All Groups),108.1,5.043
2026-06-01,Telangana,combined,General Index (All Groups),109.53,6.36
2026-06-01,Telangana,rural,General Index (All Groups),109.99,6.942
2026-06-01,Telangana,urban,General Index (All Groups),109.19,5.938
2026-06-01,The Dadra And Nagar Haveli And Daman And Diu,combined,General Index (All Groups),107.08,4.265
2026-06-01,The Dadra And Nagar Haveli And Daman And Diu,rural,General Index (All Groups),107.66,4.748
2026-06-01,The Dadra And Nagar Haveli And Daman And Diu,urban,General Index (All Groups),106.89,4.11
2026-06-01,Tripura,combined,General Index (All Groups),103.48,1.62
2026-06-01,Tripura,rural,General Index (All Groups),103.47,1.431
2026-06-01,Tripura,urban,General Index (All Groups),103.53,2.272
2026-06-01,Uttar Pradesh,combined,General Index (All Groups),107.18,4.556
2026-06-01,Uttar Pradesh,rural,General Index (All Groups),107.47,4.941
2026-06-01,Uttar Pradesh,urban,General Index (All Groups),106.56,3.748
2026-06-01,Uttarakhand,combined,General Index (All Groups),107.45,4.118
2026-06-01,Uttarakhand,rural,General Index (All Groups),108.34,4.575
2026-06-01,Uttarakhand,urban,General Index (All Groups),105.91,3.317
2026-06-01,West Bengal,combined,General Index (All Groups),106.05,3.94
2026-06-01,West Bengal,rural,General Index (All Groups),106.23,4.372
2026-06-01,West Bengal,urban,General Index (All Groups),105.83,3.41
2026-07-01,All India,combined,General Index (All Groups),107.94,4.441
2026-07-01,All India,rural,General Index (All Groups),108.34,4.838
2026-07-01,All India,urban,General Index (All Groups),107.45,3.957
2026-07-01,Andaman And Nicobar Islands,combined,General Index (All Groups),109.32,4.154
2026-07-01,Andaman And Nicobar Islands,rural,General Index (All Groups),111.13,4.988
2026-07-01,Andaman And Nicobar Islands,urban,General Index (All Groups),107.44,3.258
2026-07-01,Andhra Pradesh,combined,General Index (All Groups),107.71,5.722
2026-07-01,Andhra Pradesh,rural,General Index (All Groups),107.81,6.133
2026-07-01,Andhra Pradesh,urban,General Index (All Groups),107.55,5.091
2026-07-01,Arunachal Pradesh,combined,General Index (All Groups),105.12,2.566
2026-07-01,Arunachal Pradesh,rural,General Index (All Groups),105.13,2.476
2026-07-01,Arunachal Pradesh,urban,General Index (All Groups),105.09,2.808
2026-07-01,Assam,combined,General Index (All Groups),105.71,3.495
2026-07-01,Assam,rural,General Index (All Groups),106.03,3.727
2026-07-01,Assam,urban,General Index (All Groups),104.45,2.533
2026-07-01,Bihar,combined,General Index (All Groups),106.85,3.597
2026-07-01,Bihar,rural,General Index (All Groups),107.01,3.722
2026-07-01,Bihar,urban,General Index (All Groups),105.86,2.837
2026-07-01,Chandigarh*,combined,General Index (All Groups),108.04,
2026-07-01,Chandigarh*,rural,General Index (All Groups),0.0,
2026-07-01,Chandigarh*,urban,General Index (All Groups),108.04,
2026-07-01,Chhattisgarh,combined,General Index (All Groups),105.59,3.357
2026-07-01,Chhattisgarh,rural,General Index (All Groups),105.88,3.834
2026-07-01,Chhattisgarh,urban,General Index (All Groups),105.04,2.458
2026-07-01,Goa,combined,General Index (All Groups),106.29,3.355
2026-07-01,Goa,rural,General Index (All Groups),106.27,2.875
2026-07-01,Goa,urban,General Index (All Groups),106.3,3.616
2026-07-01,Gujarat,combined,General Index (All Groups),107.23,4.006
2026-07-01,Gujarat,rural,General Index (All Groups),107.42,4.22
2026-07-01,Gujarat,urban,General Index (All Groups),107.11,3.869
2026-07-01,Haryana,combined,General Index (All Groups),108.02,3.825
2026-07-01,Haryana,rural,General Index (All Groups),108.52,4.286
2026-07-01,Haryana,urban,General Index (All Groups),107.52,3.375
2026-07-01,Himachal Pradesh,combined,General Index (All Groups),107.83,3.633
2026-07-01,Himachal Pradesh,rural,General Index (All Groups),107.67,3.449
2026-07-01,Himachal Pradesh,urban,General Index (All Groups),108.7,4.63
2026-07-01,Jammu And Kashmir,combined,General Index (All Groups),107.74,3.876
2026-07-01,Jammu And Kashmir,rural,General Index (All Groups),107.94,3.739
2026-07-01,Jammu And Kashmir,urban,General Index (All Groups),107.22,4.229
2026-07-01,Jharkhand,combined,General Index (All Groups),106.76,3.5
2026-07-01,Jharkhand,rural,General Index (All Groups),107.41,3.908
2026-07-01,Jharkhand,urban,General Index (All Groups),105.51,2.726
2026-07-01,Karnataka,combined,General Index (All Groups),108.41,4.886
2026-07-01,Karnataka,rural,General Index (All Groups),108.99,5.427
2026-07-01,Karnataka,urban,General Index (All Groups),107.85,4.364
2026-07-01,Kerala,combined,General Index (All Groups),109.46,4.01
2026-07-01,Kerala,rural,General Index (All Groups),110.75,4.907
2026-07-01,Kerala,urban,General Index (All Groups),108.42,3.277
2026-07-01,Ladakh,combined,General Index (All Groups),108.38,5.172
2026-07-01,Ladakh,rural,General Index (All Groups),108.88,5.555
2026-07-01,Ladakh,urban,General Index (All Groups),106.88,4.019
2026-07-01,Lakshadweep,combined,General Index (All Groups),107.93,3.223
2026-07-01,Lakshadweep,rural,General Index (All Groups),106.95,3.403
2026-07-01,Lakshadweep,urban,General Index (All Groups),108.3,3.163
2026-07-01,Madhya Pradesh,combined,General Index (All Groups),108.43,4.915
2026-07-01,Madhya Pradesh,rural,General Index (All Groups),108.77,5.122
2026-07-01,Madhya Pradesh,urban,General Index (All Groups),107.91,4.584
2026-07-01,Maharashtra,combined,General Index (All Groups),107.7,4.088
2026-07-01,Maharashtra,rural,General Index (All Groups),108.89,4.944
2026-07-01,Maharashtra,urban,General Index (All Groups),106.93,3.534
2026-07-01,Manipur,combined,General Index (All Groups),104.39,3.091
2026-07-01,Manipur,rural,General Index (All Groups),104.14,3.426
2026-07-01,Manipur,urban,General Index (All Groups),104.92,2.391
2026-07-01,Meghalaya,combined,General Index (All Groups),105.65,2.315
2026-07-01,Meghalaya,rural,General Index (All Groups),105.9,2.309
2026-07-01,Meghalaya,urban,General Index (All Groups),104.94,2.331
2026-07-01,Mizoram,combined,General Index (All Groups),104.23,1.837
2026-07-01,Mizoram,rural,General Index (All Groups),105.07,2.268
2026-07-01,Mizoram,urban,General Index (All Groups),103.6,1.519
2026-07-01,Nagaland,combined,General Index (All Groups),105.81,2.818
2026-07-01,Nagaland,rural,General Index (All Groups),106.61,2.816
2026-07-01,Nagaland,urban,General Index (All Groups),104.52,2.813
2026-07-01,Nct Of Delhi,combined,General Index (All Groups),105.38,2.69
2026-07-01,Nct Of Delhi,rural,General Index (All Groups),105.89,4.13
2026-07-01,Nct Of Delhi,urban,General Index (All Groups),105.36,2.65
2026-07-01,Odisha,combined,General Index (All Groups),107.06,4.827
2026-07-01,Odisha,rural,General Index (All Groups),107.35,5.121
2026-07-01,Odisha,urban,General Index (All Groups),106.28,4.023
2026-07-01,Puducherry,combined,General Index (All Groups),109.24,5.413
2026-07-01,Puducherry,rural,General Index (All Groups),109.56,5.763
2026-07-01,Puducherry,urban,General Index (All Groups),109.09,5.259
2026-07-01,Punjab,combined,General Index (All Groups),108.87,4.202
2026-07-01,Punjab,rural,General Index (All Groups),109.54,4.633
2026-07-01,Punjab,urban,General Index (All Groups),108.1,3.713
2026-07-01,Rajasthan,combined,General Index (All Groups),108.7,4.811
2026-07-01,Rajasthan,rural,General Index (All Groups),109.15,5.357
2026-07-01,Rajasthan,urban,General Index (All Groups),107.89,3.84
2026-07-01,Sikkim,combined,General Index (All Groups),107.98,4.581
2026-07-01,Sikkim,rural,General Index (All Groups),108.21,4.855
2026-07-01,Sikkim,urban,General Index (All Groups),107.55,4.074
2026-07-01,Tamil Nadu,combined,General Index (All Groups),108.77,5.438
2026-07-01,Tamil Nadu,rural,General Index (All Groups),108.81,5.6
2026-07-01,Tamil Nadu,urban,General Index (All Groups),108.74,5.317
2026-07-01,Telangana,combined,General Index (All Groups),110.06,6.318
2026-07-01,Telangana,rural,General Index (All Groups),110.56,6.852
2026-07-01,Telangana,urban,General Index (All Groups),109.69,5.919
2026-07-01,The Dadra And Nagar Haveli And Daman And Diu,combined,General Index (All Groups),108.04,4.035
2026-07-01,The Dadra And Nagar Haveli And Daman And Diu,rural,General Index (All Groups),108.0,3.488
2026-07-01,The Dadra And Nagar Haveli And Daman And Diu,urban,General Index (All Groups),108.05,4.215
2026-07-01,Tripura,combined,General Index (All Groups),104.59,2.319
2026-07-01,Tripura,rural,General Index (All Groups),104.55,2.11
2026-07-01,Tripura,urban,General Index (All Groups),104.75,3.029
2026-07-01,Uttar Pradesh,combined,General Index (All Groups),108.5,4.74
2026-07-01,Uttar Pradesh,rural,General Index (All Groups),108.92,5.257
2026-07-01,Uttar Pradesh,urban,General Index (All Groups),107.58,3.622
2026-07-01,Uttarakhand,combined,General Index (All Groups),108.44,4.219
2026-07-01,Uttarakhand,rural,General Index (All Groups),109.41,4.659
2026-07-01,Uttarakhand,urban,General Index (All Groups),106.75,3.43
2026-07-01,West Bengal,combined,General Index (All Groups),107.11,3.889
2026-07-01,West Bengal,rural,General Index (All Groups),107.39,4.201
2026-07-01,West Bengal,urban,General Index (All Groups),106.76,3.5
