year,month,period,carrier_name,carrier,service_type,source_file,departures,hours_flown,passengers,rpk_thousand,ask_thousand,pax_load_factor,freight_tonne,mail_tonne,cargo_total_tonne,tkm_passenger_thousand,tkm_freight_thousand,tkm_mail_thousand,atk_thousand,weight_load_factor,load_factor_derived,load_factor_gap,ask_yoy_pct,ask_mom_pct,pax_yoy_pct
2026,5,2026-05-01,AIR INDIA,AI,nonscheduled_domestic,Air_India26.xlsx,244,130.028,37447,20741.036,22433.136,92.46,0.1,0.0,0.1,1963.33133,0.0619,0.0,2095.377,93.7,92.46,0.0,,3.025050279116148,
2026,5,2026-05-01,AIR INDIA,AI,scheduled_domestic,Air_India26.xlsx,15510,16385.437,2144363,2254574.498,2777049.926,81.19,18967.5294578,1205.02795,20172.5574078,201411.15546,23939.60308,1296.3132938834,266103.83263,85.17,81.19,0.0,,3.139378284724703,
2026,5,2026-05-01,AIR INDIA,AI,scheduled_international,Air_India26.xlsx,3957,19053.648,668908,3577107.238,4875203.734,73.37,18929.4430093,330.0493,19259.4923093,371162.50348,128832.71202,2692.6930838,601012.943379999,83.64,73.37,0.0,,-6.157608460374964,
2026,5,2026-05-01,BLUEDART,BZ,nonscheduled_domestic,bluedart26.xlsx,109,130.4754,0,0.0,0.0,,1500.099,0.0,1500.099,0.0,1891.481,0.0,3259.081,58.04,,,,,
2026,5,2026-05-01,BLUEDART,BZ,scheduled_domestic,bluedart26.xlsx,551,520.697,0,0.0,0.0,,9952.35300000001,0.0,9952.35300000001,0.0,9765.464,0.0,15777.979,61.89,,,,,
2026,5,2026-05-01,INDIA ONE AIR,I1,scheduled_domestic,india_one_air26.xlsx,406,121.528,1835,585.408,1093.752,53.52,0.0,0.0,0.0,52.68672,0.0,0.0,98.43768,53.52,53.52,0.0,,5.458268973775993,
2026,5,2026-05-01,FLY91,IC,nonscheduled_domestic,fly91_26.xlsx,1,1.67,58,96.8,120.17,80.55,0.0,0.0,0.0,7.33,0.0,0.0,10.21,71.79,80.55,0.0,,232.6965669988926,
2026,5,2026-05-01,FLY91,IC,scheduled_domestic,fly91_26.xlsx,1128,445.44,54496,21912.12,31626.45,69.28,0.0,0.0,0.0,1790.83,0.0,0.0,2688.25,66.62,69.28,0.0,,25.35717725623656,
2026,5,2026-05-01,AIR INDIA EXPRESS,IX,nonscheduled_domestic,air_india_express26.xlsx,34,14.353,3972,1540.844,2712.717,56.8,0.0,0.0,0.0,115.5633,0.0,0.0,287.06,40.26,56.8,0.0,,-39.9598820231359,
2026,5,2026-05-01,AIR INDIA EXPRESS,IX,nonscheduled_international,air_india_express26.xlsx,34,119.51,5688,19994.226,22587.39,88.52,0.0,0.0,0.0,1499.56695,0.0,0.0,2390.2,62.74,88.52,0.0,,56.41441771588618,
2026,5,2026-05-01,AIR INDIA EXPRESS,IX,scheduled_domestic,air_india_express26.xlsx,11616,11556.960643,1788544,1829036.811132,2114765.700424,86.49,7837.47923567764,0.0,7837.47923567764,182903.6811132,8926.96843882326,0.0,288924.016074999,66.39,86.49,0.0,,18.00498673178228,
2026,5,2026-05-01,AIR INDIA EXPRESS,IX,scheduled_international,air_india_express26.xlsx,2111,5658.68798,292149,770842.43408,1029354.80675,74.89,1581.847262,0.0,1581.847262,55657.755939,4327.78190441878,0.0,141467.1995,42.4,74.89,0.0,,66.26443887203719,
2026,5,2026-05-01,QUIKJET CARGO,QO,nonscheduled_domestic,quikjetcargo26.xlsx,8,8.378,0,0.0,0.0,,61.607,0.0,61.607,0.0,88.230844,0.0,184.316,47.87,,,,,
2026,5,2026-05-01,QUIKJET CARGO,QO,scheduled_domestic,quikjetcargo26.xlsx,85,104.463,0,0.0,0.0,,963.692,0.0,963.692,0.0,1130.609489,0.0,2298.186,49.2,,,,,
2026,5,2026-05-01,AKASA AIR,QP,nonscheduled_domestic,akasa_air_26.xlsx,6,4.829,730,548.774,771.441,71.14,0.0,0.0,0.0,52.2609,0.0,0.0,99.02347,52.78,71.14,0.0,,-63.96937045495944,
2026,5,2026-05-01,AKASA AIR,QP,nonscheduled_international,akasa_air_26.xlsx,82,298.913,11622,42348.933,43342.385,97.71,0.0,0.0,0.0,4366.38394,0.0,0.0,6129.50999,71.24,97.71,0.0,,136.888487355666,
2026,5,2026-05-01,AKASA AIR,QP,scheduled_domestic,akasa_air_26.xlsx,5172,6212.849,889666,1084782.622,1172646.503,92.51,5474.61805,309.8393,5784.45735,89607.7203,7071.5731,398.19791,127400.68161,76.2,92.51,0.0,,12.84231039226813,
2026,5,2026-05-01,AKASA AIR,QP,scheduled_international,akasa_air_26.xlsx,377,1026.717,58095,158180.574,195662.417,80.84,199.86645,0.0,199.86645,14470.25091,549.02377,0.0,21053.85878,71.34,80.84,0.0,,-17.324827307109125,
2026,5,2026-05-01,SPICEJET,SG,nonscheduled_domestic,spicejet26.xlsx,10,5.737,812,518.845,1057.192,49.08,0.0,0.0,0.0,38.913375,0.0,0.0,93.532,41.6,49.08,0.0,,-44.09515106903233,
2026,5,2026-05-01,SPICEJET,SG,scheduled_domestic,spicejet26.xlsx,2660,2604.064,386405,402727.361,460657.629,87.42,2021.12723,0.0,2021.12723,30204.552075,2289.69573591,0.0,41728.151,77.87,87.42,0.0,,-26.45168779995676,
2026,5,2026-05-01,SPICEJET,SG,scheduled_international,spicejet26.xlsx,296,605.506,43603,89314.158,113783.3,78.49,334.57502,0.0,334.57502,6698.56185,687.21044489,0.0,10261.416,71.98,78.49,0.0,,2.159676240253705,
2026,6,2026-06-01,INDIGO,6E,nonscheduled_domestic,indigo26.xlsx,134,91.927,10028,6956.0,8269.0,84.12,166.66628,15.169,181.83528,619.14006,210.227203,14.660893,1603.087745,52.65,84.12,0.0,,-7.381272401433692,
2026,6,2026-06-01,INDIGO,6E,nonscheduled_international,indigo26.xlsx,122,198.352,0,0.0,0.0,,1698.75938,0.0,1698.75938,0.0,3004.464,0.0,4253.842,70.63,,,,,
2026,6,2026-06-01,INDIGO,6E,scheduled_domestic,indigo26.xlsx,56588,50045.911,8920012,8501118.0,9984689.0,85.14,31532.228,2945.328,34477.556,764790.91983,37149.9657,2662.354527,1137029.631822,70.76,85.14,0.0,,-10.1510759755031,
2026,6,2026-06-01,INDIGO,6E,scheduled_international,indigo26.xlsx,7778,21380.418,1276430,3594349.0,4477129.0,80.28,6022.387,16.444,6038.831,323469.81486,25025.242757,35.617177,404872.621604,86.08,80.28,0.0,,7.14579904603021,
2026,6,2026-06-01,ALLIANCE AIR,9I,nonscheduled_domestic,alliance_air26.xlsx,6,1.594,58,16.46,73.324,22.45,0.0,0.0,0.0,1.4979,0.0,0.0,7.173,20.88,22.45,0.0,,-49.78496096425148,
2026,6,2026-06-01,ALLIANCE AIR,9I,scheduled_domestic,alliance_air26.xlsx,1417,538.67,50896,20816.385,33714.335,61.74,14.983,0.0,14.983,1894.291,0.015,0.0,3233.8723,58.58,61.74,0.0,,-1.498079707871125,
2026,6,2026-06-01,AIR INDIA,AI,nonscheduled_domestic,Air_India26.xlsx,213,111.679,33187,17719.138,19193.66,92.32,0.0,0.0,0.0,1679.73028,0.0,0.0,1794.74292,93.59,92.32,0.0,,-14.440584677951396,
2026,6,2026-06-01,AIR INDIA,AI,scheduled_domestic,Air_India26.xlsx,11427,12176.801,1644981,1751751.155,2089845.751,83.82,16787.700723,931.86645,17719.567173,157246.11127,20996.22545,1036.754941,204613.70757,87.62,83.82,0.0,,-24.745834367833396,
2026,6,2026-06-01,AIR INDIA,AI,scheduled_international,Air_India26.xlsx,3519,16712.288,595245,3055234.223,4240633.801,72.05,17854.745714,353.8215,18208.567214,315495.06503,117794.6195,2956.773369,525750.85067,82.98,72.05,0.0,,-13.016275167629743,
2026,6,2026-06-01,BLUEDART,BZ,nonscheduled_domestic,bluedart26.xlsx,145,181.606,0,0.0,0.0,,2236.25,0.0,2236.25,0.0,2932.4,0.0,4896.937,59.88,,,,,
2026,6,2026-06-01,BLUEDART,BZ,scheduled_domestic,bluedart26.xlsx,475,440.702,0,0.0,0.0,,8843.838,0.0,8843.838,0.0,8381.246,0.0,13260.842,63.2,,,,,
2026,6,2026-06-01,INDIA ONE AIR,I1,scheduled_domestic,india_one_air26.xlsx,351,105.312,1802,563.184,947.808,59.42,0.0,0.0,0.0,50.6865,0.0,0.0,85.30272,59.42,59.42,0.0,,-13.343427029162003,
2026,6,2026-06-01,FLY91,IC,nonscheduled_domestic,fly91_26.xlsx,8,5.98,206,163.81,428.5,38.23,0.0,0.0,0.0,12.49,0.0,0.0,36.42,34.29,38.23,0.0,,256.57818091037694,
2026,6,2026-06-01,FLY91,IC,scheduled_domestic,fly91_26.xlsx,1110,436.46,56816,22632.66,30911.0,73.22,0.0,0.0,0.0,1848.14,0.0,0.0,2627.44,70.34,73.22,0.0,,-2.2621887692105824,
2026,6,2026-06-01,AIR INDIA EXPRESS,IX,nonscheduled_domestic,air_india_express26.xlsx,42,18.498,6563,2976.331,3496.122,85.13,0.0,0.0,0.0,223.22482,0.0,0.0,369.96,60.34,85.13,0.0,,28.8789800041803,
2026,6,2026-06-01,AIR INDIA EXPRESS,IX,nonscheduled_international,air_india_express26.xlsx,84,42.6951,13888,32430.7032,37136.6289,87.33,0.0,0.0,0.0,2432.30274,0.0,0.0,3929.802,61.89,87.33,0.0,,64.41310350598278,
2026,6,2026-06-01,AIR INDIA EXPRESS,IX,scheduled_domestic,air_india_express26.xlsx,10003,10048.8717,1577340,1615916.88,1848920.25,87.4,7816.29186,484.6939,8300.98576,161591.688,9183.73213,96.53084,251221.792,68.02,87.4,0.0,,-12.570917448240227,
2026,6,2026-06-01,AIR INDIA EXPRESS,IX,scheduled_international,air_india_express26.xlsx,2658,7211.28087,354883,961984.944,1320793.06,72.83,2128.38756,11.1042,2139.49176,67822.8099,5866.9909,21.41589,180282.021,40.89,72.83,0.0,,28.312711160320237,
2026,6,2026-06-01,QUIKJET CARGO,QO,nonscheduled_domestic,quikjetcargo26.xlsx,1,1.703,0,0.0,0.0,,13.752,0.0,13.752,0.0,23.41966,0.0,37.466,62.51,,,,,
2026,6,2026-06-01,QUIKJET CARGO,QO,scheduled_domestic,quikjetcargo26.xlsx,83,101.36,0,0.0,0.0,,804.599,0.0,804.599,0.0,988.27265,0.0,2229.92,44.32,,,,,
2026,6,2026-06-01,AKASA AIR,QP,nonscheduled_domestic,akasa_air_26.xlsx,37,46.051,5067,6268.029,6819.871,91.91,0.0,0.0,0.0,681.0576,0.0,0.0,944.3218,72.12,91.91,0.0,,784.0431089350968,
2026,6,2026-06-01,AKASA AIR,QP,nonscheduled_international,akasa_air_26.xlsx,122,410.023,17167,57759.877,59453.335,97.15,0.0,0.0,0.0,6336.19835,0.0,0.0,8407.93163,75.36,97.15,0.0,,37.1713508612874,
2026,6,2026-06-01,AKASA AIR,QP,scheduled_domestic,akasa_air_26.xlsx,5001,5963.064,855604,1033576.139,1121521.894,92.16,6056.41042,324.4692,6380.87962,85376.14985,7765.71408,388.41748,122278.59039,76.49,92.16,0.0,,-4.359763054697819,
2026,6,2026-06-01,AKASA AIR,QP,scheduled_international,akasa_air_26.xlsx,397,1110.116,59963,168433.246,211255.969,79.73,215.0685,0.0,215.0685,15678.7028,587.38413,0.0,22764.03869,71.46,79.73,0.0,,7.969620450921866,
2026,6,2026-06-01,SPICEJET,SG,nonscheduled_domestic,spicejet26.xlsx,3,3.628,424,569.732,611.64,93.15,0.0,0.0,0.0,42.7299,0.0,0.0,63.21,67.6,93.15,0.0,,-42.14485164473435,
2026,6,2026-06-01,SPICEJET,SG,scheduled_domestic,spicejet26.xlsx,1837,1705.749,262525,257136.765,292892.613,87.79,1209.14829,0.0,1209.14829,19285.257375,1357.800633,0.0,27411.381,75.31,87.79,0.0,,-36.418590605822786,
2026,6,2026-06-01,SPICEJET,SG,scheduled_international,spicejet26.xlsx,310,649.892,45698,96036.91,122113.544,78.65,218.65869,0.0,218.65869,7202.76825,455.946772,0.0,11508.416,66.55,78.65,0.0,,7.321148182554027,
2026,7,2026-07-01,INDIGO,6E,nonscheduled_domestic,indigo26.xlsx,133,91.736,10441,7177.0,8448.0,84.96,199.10843,8.324,207.43243,640.26657,243.644012,5.676553,1567.111612,56.77,84.96,0.0,,2.164711573346234,
2026,7,2026-07-01,INDIGO,6E,nonscheduled_international,indigo26.xlsx,97,153.29,0,0.0,0.0,,1461.67385,0.0,1461.67385,0.0,2500.624429,0.0,3594.850915,69.56,,,,,
2026,7,2026-07-01,INDIGO,6E,scheduled_domestic,indigo26.xlsx,52259,45829.302,8081825,7600417.0,9218918.0,82.44,31946.361,3059.384,35005.745,683807.085,37167.211161,2698.984998,1051942.925599,68.79,82.44,0.0,,-7.669452699027479,
2026,7,2026-07-01,INDIGO,6E,scheduled_international,indigo26.xlsx,7768,21246.307,1283428,3620922.0,4474096.0,80.93,5913.737,20.546,5934.283,325882.1097,23503.076754,45.878716,443985.698061,78.7,80.93,0.0,,-0.06774430667509934,
2026,7,2026-07-01,ALLIANCE AIR,9I,nonscheduled_domestic,alliance_air26.xlsx,17,11.623,40,49.56,782.458,6.33,0.0,0.0,0.0,4.51,0.0,0.0,74.5023,6.05,6.33,0.0,,967.1239975996946,
2026,7,2026-07-01,ALLIANCE AIR,9I,scheduled_domestic,alliance_air26.xlsx,1409,551.335,50078,20792.337,34940.056,59.51,14.596,0.0,14.596,1892.1027,0.0146,0.0,3342.5985,56.61,59.51,0.0,,3.6356078208275466,
2026,7,2026-07-01,AIR INDIA,AI,nonscheduled_domestic,Air_India26.xlsx,186,96.916,27144,14218.629,16425.904,86.56,0.053,0.0,0.053,1351.70326,0.02198,0.0,1523.89262,88.7,86.56,0.0,,-14.420157489504348,
2026,7,2026-07-01,AIR INDIA,AI,scheduled_domestic,Air_India26.xlsx,11476,12158.647,1572677,1692152.216,2083251.377,81.23,17879.9755915,897.398841,18777.3744325,151775.448164,22637.1159099999,935.062230256,204918.292596,85.57,81.23,0.0,,-0.3155435752540292,
2026,7,2026-07-01,AIR INDIA,AI,scheduled_international,Air_India26.xlsx,3520,17097.017,610895,3203012.021,4373707.692,73.23,17359.1217451,372.9714,17732.0931451,330436.839574,114047.72037,3193.07979579999,535798.821560001,83.55,73.23,0.0,,3.138066082683655,
2026,7,2026-07-01,BLUEDART,BZ,nonscheduled_domestic,bluedart26.xlsx,87,112.3965,0,0.0,0.0,,1244.859,0.0,1244.859,0.0,1635.79,0.0,2296.482,71.23,,,,,
2026,7,2026-07-01,BLUEDART,BZ,scheduled_domestic,bluedart26.xlsx,553,537.8247,0,0.0,0.0,,10484.551,0.0,10484.551,0.0,10366.441,0.0,16120.389,64.31,,,,,
2026,7,2026-07-01,INDIA ONE AIR,I1,scheduled_domestic,india_one_air26.xlsx,367,111.436,1386,444.864,1010.628,44.02,0.0,0.0,0.0,40.03776,0.0,0.0,90.95652,44.02,44.02,0.0,,6.627924642965666,
2026,7,2026-07-01,FLY91,IC,scheduled_domestic,fly91_26.xlsx,1060,430.89,56152,22841.66,30571.44,74.72,0.0,0.0,0.0,1870.82,0.0,0.0,2598.57,71.99,74.72,0.0,,-1.0985086215263173,
2026,7,2026-07-01,AIR INDIA EXPRESS,IX,nonscheduled_domestic,air_india_express26.xlsx,60,30.036,9647,4936.975,5676.804,86.97,0.0,0.0,0.0,370.273125,0.0,0.0,600.72,61.64,86.97,0.0,,62.374310736295826,
2026,7,2026-07-01,AIR INDIA EXPRESS,IX,scheduled_domestic,air_india_express26.xlsx,8366,8230.311075,1302423,1307901.24293,1523459.57922,85.85,7257.831725,270.464379,7528.296104,130790.124293,8489.992623,67.177853,205757.776875,67.72,85.85,0.0,,-17.602742507687942,
2026,7,2026-07-01,AIR INDIA EXPRESS,IX,scheduled_international,air_india_express26.xlsx,3518,9546.03648,495175,1347168.05993,1758711.74048,76.6,2965.966437,16.4073,2982.373737,100641.925373,8122.699422,19.015998,238650.912,45.58,76.6,0.0,,33.15573754453251,
2026,7,2026-07-01,QUIKJET CARGO,QO,nonscheduled_domestic,quikjetcargo26.xlsx,9,15.327,0,0.0,0.0,,105.689,0.0,105.689,0.0,179.98837,0.0,337.194,53.38,,,,,
2026,7,2026-07-01,QUIKJET CARGO,QO,scheduled_domestic,quikjetcargo26.xlsx,63,81.387,0,0.0,0.0,,763.846,0.0,763.846,0.0,991.252,0.0,1790.514,55.36,,,,,
2026,7,2026-07-01,AKASA AIR,QP,nonscheduled_domestic,akasa_air_26.xlsx,2,4.096,240,491.52,761.856,64.52,0.0,0.0,0.0,36.864,0.0,0.0,83.99258,43.89,64.52,0.0,,-88.8288796078401,
2026,7,2026-07-01,AKASA AIR,QP,scheduled_domestic,akasa_air_26.xlsx,3829,4467.839,664572,784078.282,852930.276,91.93,5278.08692,302.25776,5580.34468,65169.43264,6666.84553,383.0908,91617.50652,78.83,91.93,0.0,,-23.94885195170342,
2026,7,2026-07-01,AKASA AIR,QP,scheduled_international,akasa_air_26.xlsx,713,2283.883,107355,345837.839,435659.516,79.38,383.2281,0.0,383.2281,32462.55411,1175.82051,0.0,46833.30478,71.83,79.38,0.0,,106.22352971243147,
2026,7,2026-07-01,SPICEJET,SG,nonscheduled_domestic,spicejet26.xlsx,5,3.518,777,552.998,602.334,91.81,0.0,0.0,0.0,41.47485,0.0,0.0,62.46,66.4,91.81,0.0,,-1.521483225426723,
2026,7,2026-07-01,SPICEJET,SG,nonscheduled_international,spicejet26.xlsx,4,12.474,732,2282.742,2320.164,98.39,0.0,0.0,0.0,171.20565,0.0,0.0,199.584,85.78,98.39,0.0,,-58.50254869345925,
2026,7,2026-07-01,SPICEJET,SG,scheduled_domestic,spicejet26.xlsx,1417,1197.527,187280,164897.791,196189.816,84.05,994.26744,0.0,994.26744,12367.334325,1041.742314,0.0,18176.112,73.77,84.05,0.0,,-33.01646839416876,
2026,7,2026-07-01,SPICEJET,SG,scheduled_international,spicejet26.xlsx,430,954.373,62844,139583.053,178543.898,78.18,345.46735,0.0,345.46735,10468.728975,781.056682,0.0,16966.624,66.31,78.18,0.0,,46.21138012340384,
