year,month,period,carrier_name,carrier,service_type,source_file,departures,hours_flown,passengers,rpk_thousand,ask_thousand,pax_load_factor,freight_tonne,mail_tonne,cargo_total_tonne,tkm_passenger_thousand,tkm_freight_thousand,tkm_mail_thousand,atk_thousand,weight_load_factor,load_factor_derived,load_factor_gap,ask_yoy_pct,ask_mom_pct,pax_yoy_pct
2026,4,2026-04-01,AKASA AIR,QP,nonscheduled_domestic,akasa_air_26.xlsx,23,14.766,3304,2121.168,2141.07,99.07,0.0,0.0,0.0,195.51725,0.0,0.0,302.7916,64.57,99.07,0.0,,155.55891090822502,
2026,4,2026-04-01,AKASA AIR,QP,nonscheduled_international,akasa_air_26.xlsx,33,126.183,4745,18144.541,18296.535,99.17,0.0,0.0,0.0,1751.33905,0.0,0.0,2587.5086,67.68,99.17,0.0,,4597.634562652124,
2026,4,2026-04-01,AKASA AIR,QP,scheduled_domestic,akasa_air_26.xlsx,4593,5510.473,791273,953359.505,1039190.441,91.74,4262.18764,274.10272,4536.29036,78822.10548,5411.13076,364.12216,112997.75935,74.87,91.74,0.0,,2.2725522472902826,
2026,4,2026-04-01,AKASA AIR,QP,scheduled_international,akasa_air_26.xlsx,382,1246.118,54186,174308.837,236664.056,73.65,111.5712,0.0,111.5712,16295.93027,371.46082,0.0,25552.89571,65.23,73.65,0.0,,16.631851674898023,
2026,4,2026-04-01,SPICEJET,SG,nonscheduled_domestic,spicejet26.xlsx,11,10.048,1258,1092.837,1891.056,57.79,0.5254,0.0,0.5254,81.962775,0.7208488,0.0,165.592,49.93,57.79,0.0,,-32.47465732171213,
2026,4,2026-04-01,SPICEJET,SG,scheduled_domestic,spicejet26.xlsx,3422,3469.662,473750,505680.233,626333.379,80.74,2293.50981,0.0,2293.50981,37926.017475,2645.14654854,0.0,56835.17,71.38,80.74,0.0,,-8.668201941928444,
2026,4,2026-04-01,SPICEJET,SG,scheduled_international,spicejet26.xlsx,297,593.689,49002,97781.119,111377.898,87.79,336.46596,0.0,336.46596,7333.583925,675.24627084,0.0,10048.024,79.71,87.79,0.0,,-1.3735781594653496,
2026,5,2026-05-01,INDIGO,6E,nonscheduled_domestic,indigo26.xlsx,142,100.935,10423,7328.0,8928.0,82.08,271.52592,0.041,271.56692,655.15428,343.883715,1.196349,1765.573106,56.65,82.08,0.0,,8.349514563106798,
2026,5,2026-05-01,INDIGO,6E,nonscheduled_international,indigo26.xlsx,87,134.021,0,0.0,0.0,,1124.76698,0.0,1124.76698,0.0,1783.574034,0.0,3287.0,54.26,,,,,
2026,5,2026-05-01,INDIGO,6E,scheduled_domestic,indigo26.xlsx,62993,56001.829,9991048,9603478.0,11112753.0,86.42,31854.671,2581.588,34436.259,863960.65533,37439.208161,2314.021415,1264853.573878,71.45,86.42,0.0,,6.44582952579642,
2026,5,2026-05-01,INDIGO,6E,scheduled_international,indigo26.xlsx,7254,19806.709,1195547,3349700.0,4178539.0,80.16,5629.28,10.122,5639.402,301473.08199,24029.824285,20.254244,356809.143511,91.23,80.16,0.0,,27.19577708482237,
2026,5,2026-05-01,ALLIANCE AIR,9I,nonscheduled_domestic,alliance_air26.xlsx,8,2.086,4,0.692,146.02,0.47,0.0,0.0,0.0,0.063,0.0,0.0,13.8719,0.45,0.47,0.0,,-68.2496194824962,
2026,5,2026-05-01,ALLIANCE AIR,9I,scheduled_domestic,alliance_air26.xlsx,1400,541.463,50348,20946.758,34227.084,61.2,6.641,0.0,6.641,1906.155,0.0066,0.0,3276.0364,58.18,61.2,0.0,,14.715402466507488,
